,M-File,F-File,M-Part,F-Part,Cosine
820,M28_P86.rtf,F19_P29.rtf,86,,0.044888778
821,M29_P87.rtf,F19_P29.rtf,87,,0.058152013
822,M30_P88.rtf,F19_P29.rtf,88,,0.063218979
823,M31_P89.rtf,F19_P29.rtf,89,,0.32270372
824,M32_P90.rtf,F19_P29.rtf,90,,0.063469574
825,M33_P91.rtf,F19_P29.rtf,91,,0.129615815
826,M34_P92.rtf,F19_P29.rtf,92,,0.109950877
827,M35_P93.rtf,F19_P29.rtf,93,,0.062633461
828,M36_P94.rtf,F19_P29.rtf,94,,0.024862463
829,M37_P96.rtf,F19_P29.rtf,96,,0.161325097
830,M38_P97.rtf,F19_P29.rtf,97,,0.102266444
831,M39_P98.rtf,F19_P29.rtf,98,,0.072990099
832,M40_P99.rtf,F19_P29.rtf,99,,0.061426613
833,M41_P101.rtf,F19_P29.rtf,101,,0.178855643
834,M42_P103.rtf,F19_P29.rtf,103,,0.077202169
835,M43_P104.rtf,F19_P29.rtf,104,,0.143454182
836,M44_P105.rtf,F19_P29.rtf,105,,0.036066261
837,M01_P2.rtf,F20_P31.rtf,2,,0.034361784
838,M02_P7.rtf,F20_P31.rtf,7,,0.047227809
839,M03_P12.rtf,F20_P31.rtf,12,,0.096342174
840,M04_P15.rtf,F20_P31.rtf,15,,0.03073152
841,M05_P21.rtf,F20_P31.rtf,21,,0.027511628
842,M06_P24.rtf,F20_P31.rtf,24,,0.040949955
843,M07_P25.rtf,F20_P31.rtf,25,,0.129496354
844,M08_P30.rtf,F20_P31.rtf,30,,-0.021201596
845,M09_P33.rtf,F20_P31.rtf,33,,0.225128536
846,M10_P34.rtf,F20_P31.rtf,34,,0.161113692
847,M11_P35.rtf,F20_P31.rtf,35,,0.148625358
848,M12_P37.rtf,F20_P31.rtf,37,,0.087594756
849,M13_P38.rtf,F20_P31.rtf,38,,0.08854106
850,M14_P50.rtf,F20_P31.rtf,50,,0.209135646
851,M15_P58.rtf,F20_P31.rtf,58,,0.024333054
852,M16_P66.rtf,F20_P31.rtf,66,,0.074065855
853,M17_P73.rtf,F20_P31.rtf,73,,0.065854482
854,M18_P74.rtf,F20_P31.rtf,74,,-0.077044988
855,M19_P76.rtf,F20_P31.rtf,76,,0.037746329
856,M20_P77.rtf,F20_P31.rtf,77,,0.038414697
857,M21_P78.rtf,F20_P31.rtf,78,,0.107077461
858,M22_P79.rtf,F20_P31.rtf,79,,0.078023013
859,M23_P80.rtf,F20_P31.rtf,80,,0.025324847
860,M24_P81.rtf,F20_P31.rtf,81,,0.055974132
861,M25_P82.rtf,F20_P31.rtf,82,,0.312352785
862,M26_P83.rtf,F20_P31.rtf,83,,0.338526236
863,M27_P84.rtf,F20_P31.rtf,84,,-0.044808443
864,M28_P86.rtf,F20_P31.rtf,86,,0.047639868
865,M29_P87.rtf,F20_P31.rtf,87,,0.151626064
866,M30_P88.rtf,F20_P31.rtf,88,,-0.016388941
867,M31_P89.rtf,F20_P31.rtf,89,,0.212170327
868,M32_P90.rtf,F20_P31.rtf,90,,0.082405394
869,M33_P91.rtf,F20_P31.rtf,91,,0.010352295
870,M34_P92.rtf,F20_P31.rtf,92,,0.160529212
871,M35_P93.rtf,F20_P31.rtf,93,,0.040077254
872,M36_P94.rtf,F20_P31.rtf,94,,0.011044368
873,M37_P96.rtf,F20_P31.rtf,96,,0.117371904
874,M38_P97.rtf,F20_P31.rtf,97,,0.093701707
875,M39_P98.rtf,F20_P31.rtf,98,,0.016193168
876,M40_P99.rtf,F20_P31.rtf,99,,-0.017169811
877,M41_P101.rtf,F20_P31.rtf,101,,0.098970422
878,M42_P103.rtf,F20_P31.rtf,103,,0.055379845
879,M43_P104.rtf,F20_P31.rtf,104,,0.018623604
880,M44_P105.rtf,F20_P31.rtf,105,,0.116653721
881,M01_P2.rtf,F21_P32.rtf,2,,0.16111965
882,M02_P7.rtf,F21_P32.rtf,7,,0.22241657
883,M03_P12.rtf,F21_P32.rtf,12,,0.524607832
884,M04_P15.rtf,F21_P32.rtf,15,,0.223457656
885,M05_P21.rtf,F21_P32.rtf,21,,0.066046268
886,M06_P24.rtf,F21_P32.rtf,24,,0.212052516
887,M07_P25.rtf,F21_P32.rtf,25,,0.251003897
888,M08_P30.rtf,F21_P32.rtf,30,,0.162998636
889,M09_P33.rtf,F21_P32.rtf,33,,0.144410584
890,M10_P34.rtf,F21_P32.rtf,34,,0.616082837
891,M11_P35.rtf,F21_P32.rtf,35,,0.548666537
892,M12_P37.rtf,F21_P32.rtf,37,,0.412777368
893,M13_P38.rtf,F21_P32.rtf,38,,0.046682767
894,M14_P50.rtf,F21_P32.rtf,50,,0.474232674
895,M15_P58.rtf,F21_P32.rtf,58,,0.194664762
896,M16_P66.rtf,F21_P32.rtf,66,,0.742352982
897,M17_P73.rtf,F21_P32.rtf,73,,0.503789923
898,M18_P74.rtf,F21_P32.rtf,74,,0.455260803
899,M19_P76.rtf,F21_P32.rtf,76,,0.068742745
900,M20_P77.rtf,F21_P32.rtf,77,,0.255056052
901,M21_P78.rtf,F21_P32.rtf,78,,0.3239592
902,M22_P79.rtf,F21_P32.rtf,79,,0.367921394
903,M23_P80.rtf,F21_P32.rtf,80,,0.276281239
904,M24_P81.rtf,F21_P32.rtf,81,,0.183453145
905,M25_P82.rtf,F21_P32.rtf,82,,0.069463291
906,M26_P83.rtf,F21_P32.rtf,83,,0.404789948
907,M27_P84.rtf,F21_P32.rtf,84,,0.504138345
908,M28_P86.rtf,F21_P32.rtf,86,,0.00305885
909,M29_P87.rtf,F21_P32.rtf,87,,0.101194008
910,M30_P88.rtf,F21_P32.rtf,88,,0.343877501
911,M31_P89.rtf,F21_P32.rtf,89,,0.518553359
912,M32_P90.rtf,F21_P32.rtf,90,,0.487055881
913,M33_P91.rtf,F21_P32.rtf,91,,0.310259526
914,M34_P92.rtf,F21_P32.rtf,92,,0.351792439
915,M35_P93.rtf,F21_P32.rtf,93,,0.039806838
916,M36_P94.rtf,F21_P32.rtf,94,,0.108102983
917,M37_P96.rtf,F21_P32.rtf,96,,0.216310082
918,M38_P97.rtf,F21_P32.rtf,97,,0.608207087
919,M39_P98.rtf,F21_P32.rtf,98,,0.322933471
920,M40_P99.rtf,F21_P32.rtf,99,,0.172985464
921,M41_P101.rtf,F21_P32.rtf,101,,0.568722557
922,M42_P103.rtf,F21_P32.rtf,103,,0.077011305
923,M43_P104.rtf,F21_P32.rtf,104,,0.364722394
924,M44_P105.rtf,F21_P32.rtf,105,,0.093408436
925,M01_P2.rtf,F22_P36.rtf,2,,0.011848262
926,M02_P7.rtf,F22_P36.rtf,7,,0.037237624
927,M03_P12.rtf,F22_P36.rtf,12,,0.345438698
928,M04_P15.rtf,F22_P36.rtf,15,,-0.077402951
929,M05_P21.rtf,F22_P36.rtf,21,,0.021186609
930,M06_P24.rtf,F22_P36.rtf,24,,0.156047848
931,M07_P25.rtf,F22_P36.rtf,25,,0.323771575
932,M08_P30.rtf,F22_P36.rtf,30,,0.136143386
933,M09_P33.rtf,F22_P36.rtf,33,,0.238445568
934,M10_P34.rtf,F22_P36.rtf,34,,0.260772815
935,M11_P35.rtf,F22_P36.rtf,35,,0.276653984
936,M12_P37.rtf,F22_P36.rtf,37,,0.159566063
937,M13_P38.rtf,F22_P36.rtf,38,,0.051825969
938,M14_P50.rtf,F22_P36.rtf,50,,0.205174036
939,M15_P58.rtf,F22_P36.rtf,58,,0.117336084
940,M16_P66.rtf,F22_P36.rtf,66,,0.1974095
941,M17_P73.rtf,F22_P36.rtf,73,,0.200047657
942,M18_P74.rtf,F22_P36.rtf,74,,0.196044495
943,M19_P76.rtf,F22_P36.rtf,76,,0.063337471
944,M20_P77.rtf,F22_P36.rtf,77,,0.162955123
945,M21_P78.rtf,F22_P36.rtf,78,,0.162214377
946,M22_P79.rtf,F22_P36.rtf,79,,0.058424203
947,M23_P80.rtf,F22_P36.rtf,80,,0.101705457
948,M24_P81.rtf,F22_P36.rtf,81,,0.035241005
949,M25_P82.rtf,F22_P36.rtf,82,,0.258028285
950,M26_P83.rtf,F22_P36.rtf,83,,0.285788929
951,M27_P84.rtf,F22_P36.rtf,84,,0.222340447
952,M28_P86.rtf,F22_P36.rtf,86,,0.093840054
953,M29_P87.rtf,F22_P36.rtf,87,,0.080105682
954,M30_P88.rtf,F22_P36.rtf,88,,0.273031703
955,M31_P89.rtf,F22_P36.rtf,89,,0.429014669
956,M32_P90.rtf,F22_P36.rtf,90,,0.298979867
957,M33_P91.rtf,F22_P36.rtf,91,,0.104181157
958,M34_P92.rtf,F22_P36.rtf,92,,0.075029245
959,M35_P93.rtf,F22_P36.rtf,93,,0.020899376
960,M36_P94.rtf,F22_P36.rtf,94,,-0.044110729
961,M37_P96.rtf,F22_P36.rtf,96,,0.058423203
962,M38_P97.rtf,F22_P36.rtf,97,,0.390093002
963,M39_P98.rtf,F22_P36.rtf,98,,0.01456298
964,M40_P99.rtf,F22_P36.rtf,99,,0.160128733
965,M41_P101.rtf,F22_P36.rtf,101,,0.159965891
966,M42_P103.rtf,F22_P36.rtf,103,,0.210157196
967,M43_P104.rtf,F22_P36.rtf,104,,0.176450122
968,M44_P105.rtf,F22_P36.rtf,105,,-0.168595455
969,M01_P2.rtf,F23_P39.rtf,2,,0.028650138
970,M02_P7.rtf,F23_P39.rtf,7,,0.160278388
971,M03_P12.rtf,F23_P39.rtf,12,,0.634182206
972,M04_P15.rtf,F23_P39.rtf,15,,0.053802352
973,M05_P21.rtf,F23_P39.rtf,21,,0.21462915
974,M06_P24.rtf,F23_P39.rtf,24,,0.470571284
975,M07_P25.rtf,F23_P39.rtf,25,,0.042142597
976,M08_P30.rtf,F23_P39.rtf,30,,-0.017330087
977,M09_P33.rtf,F23_P39.rtf,33,,0.210983133
978,M10_P34.rtf,F23_P39.rtf,34,,0.209468861
979,M11_P35.rtf,F23_P39.rtf,35,,0.230700734
980,M12_P37.rtf,F23_P39.rtf,37,,0.215385047
981,M13_P38.rtf,F23_P39.rtf,38,,0.021459038
982,M14_P50.rtf,F23_P39.rtf,50,,0.270055407
983,M15_P58.rtf,F23_P39.rtf,58,,0.109587366
984,M16_P66.rtf,F23_P39.rtf,66,,0.472191936
985,M17_P73.rtf,F23_P39.rtf,73,,0.13123851
986,M18_P74.rtf,F23_P39.rtf,74,,0.224338031
987,M19_P76.rtf,F23_P39.rtf,76,,0.050123804
988,M20_P77.rtf,F23_P39.rtf,77,,0.17370606
989,M21_P78.rtf,F23_P39.rtf,78,,-0.029242179
990,M22_P79.rtf,F23_P39.rtf,79,,0.028349717
991,M23_P80.rtf,F23_P39.rtf,80,,0.461181212
992,M24_P81.rtf,F23_P39.rtf,81,,0.130235225
993,M25_P82.rtf,F23_P39.rtf,82,,0.19485245
994,M26_P83.rtf,F23_P39.rtf,83,,0.347643444
995,M27_P84.rtf,F23_P39.rtf,84,,0.358797938
996,M28_P86.rtf,F23_P39.rtf,86,,0.052912365
997,M29_P87.rtf,F23_P39.rtf,87,,0.209462517
998,M30_P88.rtf,F23_P39.rtf,88,,0.214008998
999,M31_P89.rtf,F23_P39.rtf,89,,0.453183992
1000,M32_P90.rtf,F23_P39.rtf,90,,0.596283048
1001,M33_P91.rtf,F23_P39.rtf,91,,0.118188676
1002,M34_P92.rtf,F23_P39.rtf,92,,0.071774228
1003,M35_P93.rtf,F23_P39.rtf,93,,0.108931854
1004,M36_P94.rtf,F23_P39.rtf,94,,0.147983706
1005,M37_P96.rtf,F23_P39.rtf,96,,0.298640551
1006,M38_P97.rtf,F23_P39.rtf,97,,0.350776583
1007,M39_P98.rtf,F23_P39.rtf,98,,0.112553119
1008,M40_P99.rtf,F23_P39.rtf,99,,0.156170295
1009,M41_P101.rtf,F23_P39.rtf,101,,-0.010342061
1010,M42_P103.rtf,F23_P39.rtf,103,,0.09846898
1011,M43_P104.rtf,F23_P39.rtf,104,,0.267405221
1012,M44_P105.rtf,F23_P39.rtf,105,,0.230814326
1013,M01_P2.rtf,F24_P40.rtf,2,,0.070593673
1014,M02_P7.rtf,F24_P40.rtf,7,,0.006235759
1015,M03_P12.rtf,F24_P40.rtf,12,,0.272090571
1016,M04_P15.rtf,F24_P40.rtf,15,,-0.043406458
1017,M05_P21.rtf,F24_P40.rtf,21,,0.062190452
1018,M06_P24.rtf,F24_P40.rtf,24,,0.033060227
1019,M07_P25.rtf,F24_P40.rtf,25,,0.217870327
1020,M08_P30.rtf,F24_P40.rtf,30,,0.079730733
1021,M09_P33.rtf,F24_P40.rtf,33,,0.034498972
1022,M10_P34.rtf,F24_P40.rtf,34,,0.073593799
1023,M11_P35.rtf,F24_P40.rtf,35,,0.014397478
1024,M12_P37.rtf,F24_P40.rtf,37,,0.187141363
1025,M13_P38.rtf,F24_P40.rtf,38,,0.049667246
1026,M14_P50.rtf,F24_P40.rtf,50,,0.174127832
1027,M15_P58.rtf,F24_P40.rtf,58,,0.01932138
1028,M16_P66.rtf,F24_P40.rtf,66,,0.085121255
1029,M17_P73.rtf,F24_P40.rtf,73,,0.324099565
1030,M18_P74.rtf,F24_P40.rtf,74,,0.081477128
1031,M19_P76.rtf,F24_P40.rtf,76,,0.051348146
1032,M20_P77.rtf,F24_P40.rtf,77,,0.082662947
1033,M21_P78.rtf,F24_P40.rtf,78,,0.208223168
1034,M22_P79.rtf,F24_P40.rtf,79,,0.075189766
1035,M23_P80.rtf,F24_P40.rtf,80,,-0.009726742
1036,M24_P81.rtf,F24_P40.rtf,81,,0.066527296
1037,M25_P82.rtf,F24_P40.rtf,82,,0.164358112
1038,M26_P83.rtf,F24_P40.rtf,83,,0.360216732
1039,M27_P84.rtf,F24_P40.rtf,84,,0.223580353
1040,M28_P86.rtf,F24_P40.rtf,86,,0.184555204
1041,M29_P87.rtf,F24_P40.rtf,87,,0.076986046
1042,M30_P88.rtf,F24_P40.rtf,88,,0.251419473
1043,M31_P89.rtf,F24_P40.rtf,89,,0.383352357
1044,M32_P90.rtf,F24_P40.rtf,90,,0.047697615
1045,M33_P91.rtf,F24_P40.rtf,91,,-0.039964351
1046,M34_P92.rtf,F24_P40.rtf,92,,0.338842056
1047,M35_P93.rtf,F24_P40.rtf,93,,0.084008332
1048,M36_P94.rtf,F24_P40.rtf,94,,-0.004100829
1049,M37_P96.rtf,F24_P40.rtf,96,,0.05751314
1050,M38_P97.rtf,F24_P40.rtf,97,,0.129036293
1051,M39_P98.rtf,F24_P40.rtf,98,,0.038017873
1052,M40_P99.rtf,F24_P40.rtf,99,,0.417931362
1053,M41_P101.rtf,F24_P40.rtf,101,,0.18302576
1054,M42_P103.rtf,F24_P40.rtf,103,,0.027341787
1055,M43_P104.rtf,F24_P40.rtf,104,,0.064670293
1056,M44_P105.rtf,F24_P40.rtf,105,,0.079647587
1057,M01_P2.rtf,F25_P41.rtf,2,,0.677898816
1058,M02_P7.rtf,F25_P41.rtf,7,,0.028762214
1059,M03_P12.rtf,F25_P41.rtf,12,,0.253625502
1060,M04_P15.rtf,F25_P41.rtf,15,,0.011289333
1061,M05_P21.rtf,F25_P41.rtf,21,,0.038954966
1062,M06_P24.rtf,F25_P41.rtf,24,,0.090290673
1063,M07_P25.rtf,F25_P41.rtf,25,,0.365692988
1064,M08_P30.rtf,F25_P41.rtf,30,,0.046071948
1065,M09_P33.rtf,F25_P41.rtf,33,,0.173635622
1066,M10_P34.rtf,F25_P41.rtf,34,,0.262526365
1067,M11_P35.rtf,F25_P41.rtf,35,,0.289894264
1068,M12_P37.rtf,F25_P41.rtf,37,,0.218343625
1069,M13_P38.rtf,F25_P41.rtf,38,,0.201402607
1070,M14_P50.rtf,F25_P41.rtf,50,,0.196827587
1071,M15_P58.rtf,F25_P41.rtf,58,,0.021569087
1072,M16_P66.rtf,F25_P41.rtf,66,,0.295139604
1073,M17_P73.rtf,F25_P41.rtf,73,,0.251398226
1074,M18_P74.rtf,F25_P41.rtf,74,,0.177480343
1075,M19_P76.rtf,F25_P41.rtf,76,,0.030827087
1076,M20_P77.rtf,F25_P41.rtf,77,,0.03106483
1077,M21_P78.rtf,F25_P41.rtf,78,,0.195923414
1078,M22_P79.rtf,F25_P41.rtf,79,,-0.022773752
1079,M23_P80.rtf,F25_P41.rtf,80,,0.276808687
1080,M24_P81.rtf,F25_P41.rtf,81,,0.236239835
1081,M25_P82.rtf,F25_P41.rtf,82,,0.427457018
1082,M26_P83.rtf,F25_P41.rtf,83,,0.36297442
1083,M27_P84.rtf,F25_P41.rtf,84,,0.402730854
1084,M28_P86.rtf,F25_P41.rtf,86,,0.08580786
1085,M29_P87.rtf,F25_P41.rtf,87,,0.166079896
1086,M30_P88.rtf,F25_P41.rtf,88,,0.083098795
1087,M31_P89.rtf,F25_P41.rtf,89,,0.311212067
1088,M32_P90.rtf,F25_P41.rtf,90,,0.051712964
1089,M33_P91.rtf,F25_P41.rtf,91,,0.532648662
1090,M34_P92.rtf,F25_P41.rtf,92,,0.260676404
1091,M35_P93.rtf,F25_P41.rtf,93,,0.037008622
1092,M36_P94.rtf,F25_P41.rtf,94,,-0.041480192
1093,M37_P96.rtf,F25_P41.rtf,96,,0.052752444
1094,M38_P97.rtf,F25_P41.rtf,97,,0.16678224
1095,M39_P98.rtf,F25_P41.rtf,98,,0.154590674
1096,M40_P99.rtf,F25_P41.rtf,99,,0.301812841
1097,M41_P101.rtf,F25_P41.rtf,101,,0.37539422
1098,M42_P103.rtf,F25_P41.rtf,103,,0.122466048
1099,M43_P104.rtf,F25_P41.rtf,104,,0.032132367
1100,M44_P105.rtf,F25_P41.rtf,105,,0.158943779
1101,M01_P2.rtf,F26_P42.rtf,2,,0.112304223
1102,M02_P7.rtf,F26_P42.rtf,7,,0.009106246
1103,M03_P12.rtf,F26_P42.rtf,12,,0.422429775
1104,M04_P15.rtf,F26_P42.rtf,15,,0.193587674
1105,M05_P21.rtf,F26_P42.rtf,21,,0.118655422
1106,M06_P24.rtf,F26_P42.rtf,24,,0.434286499
1107,M07_P25.rtf,F26_P42.rtf,25,,0.118159547
1108,M08_P30.rtf,F26_P42.rtf,30,,0.072228428
1109,M09_P33.rtf,F26_P42.rtf,33,,0.137161048
1110,M10_P34.rtf,F26_P42.rtf,34,,0.023873214
1111,M11_P35.rtf,F26_P42.rtf,35,,0.197822659
1112,M12_P37.rtf,F26_P42.rtf,37,,0.213563784
1113,M13_P38.rtf,F26_P42.rtf,38,,0.191958766
1114,M14_P50.rtf,F26_P42.rtf,50,,0.159065261
1115,M15_P58.rtf,F26_P42.rtf,58,,0.025350305
1116,M16_P66.rtf,F26_P42.rtf,66,,0.28207169
1117,M17_P73.rtf,F26_P42.rtf,73,,0.107462443
1118,M18_P74.rtf,F26_P42.rtf,74,,-0.184123844
1119,M19_P76.rtf,F26_P42.rtf,76,,0.008171832
1120,M20_P77.rtf,F26_P42.rtf,77,,0.093898455
1121,M21_P78.rtf,F26_P42.rtf,78,,0.083923127
1122,M22_P79.rtf,F26_P42.rtf,79,,0.096399489
1123,M23_P80.rtf,F26_P42.rtf,80,,0.426776276
1124,M24_P81.rtf,F26_P42.rtf,81,,0.062090279
1125,M25_P82.rtf,F26_P42.rtf,82,,0.148766193
1126,M26_P83.rtf,F26_P42.rtf,83,,0.323754663
1127,M27_P84.rtf,F26_P42.rtf,84,,0.209277771
1128,M28_P86.rtf,F26_P42.rtf,86,,0.018600372
1129,M29_P87.rtf,F26_P42.rtf,87,,0.01144771
1130,M30_P88.rtf,F26_P42.rtf,88,,0.214750659
1131,M31_P89.rtf,F26_P42.rtf,89,,0.378027415
1132,M32_P90.rtf,F26_P42.rtf,90,,0.171431343
1133,M33_P91.rtf,F26_P42.rtf,91,,0.094618104
1134,M34_P92.rtf,F26_P42.rtf,92,,-0.033975431
1135,M35_P93.rtf,F26_P42.rtf,93,,0.070215411
1136,M36_P94.rtf,F26_P42.rtf,94,,0.123076774
1137,M37_P96.rtf,F26_P42.rtf,96,,-0.020785928
1138,M38_P97.rtf,F26_P42.rtf,97,,0.241274124
1139,M39_P98.rtf,F26_P42.rtf,98,,0.099614075
1140,M40_P99.rtf,F26_P42.rtf,99,,0.224592621
1141,M41_P101.rtf,F26_P42.rtf,101,,0.165172864
1142,M42_P103.rtf,F26_P42.rtf,103,,0.093125109
1143,M43_P104.rtf,F26_P42.rtf,104,,0.505552646
1144,M44_P105.rtf,F26_P42.rtf,105,,0.257042469
1145,M01_P2.rtf,F27_P43.rtf,2,,0.020322345
1146,M02_P7.rtf,F27_P43.rtf,7,,0.146460447
1147,M03_P12.rtf,F27_P43.rtf,12,,0.482487608
1148,M04_P15.rtf,F27_P43.rtf,15,,0.329955542
1149,M05_P21.rtf,F27_P43.rtf,21,,0.085373563
1150,M06_P24.rtf,F27_P43.rtf,24,,0.039258213
1151,M07_P25.rtf,F27_P43.rtf,25,,0.321489673
1152,M08_P30.rtf,F27_P43.rtf,30,,0.038702911
1153,M09_P33.rtf,F27_P43.rtf,33,,0.036519121
1154,M10_P34.rtf,F27_P43.rtf,34,,0.206020003
1155,M11_P35.rtf,F27_P43.rtf,35,,0.332131519
1156,M12_P37.rtf,F27_P43.rtf,37,,0.362674398
1157,M13_P38.rtf,F27_P43.rtf,38,,0.101590468
1158,M14_P50.rtf,F27_P43.rtf,50,,0.427619499
1159,M15_P58.rtf,F27_P43.rtf,58,,0.057257815
1160,M16_P66.rtf,F27_P43.rtf,66,,0.622330189
1161,M17_P73.rtf,F27_P43.rtf,73,,0.231853641
1162,M18_P74.rtf,F27_P43.rtf,74,,0.320355201
1163,M19_P76.rtf,F27_P43.rtf,76,,0.090270565
1164,M20_P77.rtf,F27_P43.rtf,77,,0.099907276
1165,M21_P78.rtf,F27_P43.rtf,78,,0.061760022
1166,M22_P79.rtf,F27_P43.rtf,79,,0.483707485
1167,M23_P80.rtf,F27_P43.rtf,80,,0.115981225
1168,M24_P81.rtf,F27_P43.rtf,81,,0.070752961
1169,M25_P82.rtf,F27_P43.rtf,82,,0.003070694
1170,M26_P83.rtf,F27_P43.rtf,83,,0.284682072
1171,M27_P84.rtf,F27_P43.rtf,84,,0.413475217
1172,M28_P86.rtf,F27_P43.rtf,86,,0.178890622
1173,M29_P87.rtf,F27_P43.rtf,87,,0.120968396
1174,M30_P88.rtf,F27_P43.rtf,88,,0.333387257
1175,M31_P89.rtf,F27_P43.rtf,89,,0.420903423
1176,M32_P90.rtf,F27_P43.rtf,90,,0.282150505
1177,M33_P91.rtf,F27_P43.rtf,91,,0.264043289
1178,M34_P92.rtf,F27_P43.rtf,92,,0.382229224
1179,M35_P93.rtf,F27_P43.rtf,93,,0.056535778
1180,M36_P94.rtf,F27_P43.rtf,94,,0.286021999
1181,M37_P96.rtf,F27_P43.rtf,96,,0.258296352
1182,M38_P97.rtf,F27_P43.rtf,97,,0.714226357
1183,M39_P98.rtf,F27_P43.rtf,98,,0.177838062
1184,M40_P99.rtf,F27_P43.rtf,99,,0.120066808
1185,M41_P101.rtf,F27_P43.rtf,101,,0.289450581
1186,M42_P103.rtf,F27_P43.rtf,103,,0.35505067
1187,M43_P104.rtf,F27_P43.rtf,104,,0.241434815
1188,M44_P105.rtf,F27_P43.rtf,105,,0.229479373
1189,M01_P2.rtf,F28_P45.rtf,2,,0.086249346
1190,M02_P7.rtf,F28_P45.rtf,7,,0.230121526
1191,M03_P12.rtf,F28_P45.rtf,12,,0.480176537
1192,M04_P15.rtf,F28_P45.rtf,15,,0.120957242
1193,M05_P21.rtf,F28_P45.rtf,21,,0.087984453
1194,M06_P24.rtf,F28_P45.rtf,24,,0.343088916
1195,M07_P25.rtf,F28_P45.rtf,25,,0.079079085
1196,M08_P30.rtf,F28_P45.rtf,30,,-0.082957017
1197,M09_P33.rtf,F28_P45.rtf,33,,0.185099934
1198,M10_P34.rtf,F28_P45.rtf,34,,0.216288991
1199,M11_P35.rtf,F28_P45.rtf,35,,0.397426916
1200,M12_P37.rtf,F28_P45.rtf,37,,0.154795331
1201,M13_P38.rtf,F28_P45.rtf,38,,0.217172778
1202,M14_P50.rtf,F28_P45.rtf,50,,0.482984716
1203,M15_P58.rtf,F28_P45.rtf,58,,0.058799166
1204,M16_P66.rtf,F28_P45.rtf,66,,0.382529921
1205,M17_P73.rtf,F28_P45.rtf,73,,0.268007323
1206,M18_P74.rtf,F28_P45.rtf,74,,0.248161536
1207,M19_P76.rtf,F28_P45.rtf,76,,0.098750663
1208,M20_P77.rtf,F28_P45.rtf,77,,0.06475973
1209,M21_P78.rtf,F28_P45.rtf,78,,0.094303319
1210,M22_P79.rtf,F28_P45.rtf,79,,0.118772834
1211,M23_P80.rtf,F28_P45.rtf,80,,0.324078387
1212,M24_P81.rtf,F28_P45.rtf,81,,0.248921573
1213,M25_P82.rtf,F28_P45.rtf,82,,0.233795074
1214,M26_P83.rtf,F28_P45.rtf,83,,0.487630897
1215,M27_P84.rtf,F28_P45.rtf,84,,0.386458988
1216,M28_P86.rtf,F28_P45.rtf,86,,0.244413327
1217,M29_P87.rtf,F28_P45.rtf,87,,0.00689328
1218,M30_P88.rtf,F28_P45.rtf,88,,0.40853122
1219,M31_P89.rtf,F28_P45.rtf,89,,0.476874969
1220,M32_P90.rtf,F28_P45.rtf,90,,0.433111973
1221,M33_P91.rtf,F28_P45.rtf,91,,0.014968653
1222,M34_P92.rtf,F28_P45.rtf,92,,0.320998672
1223,M35_P93.rtf,F28_P45.rtf,93,,0.140926092
