abomin,0.693147181,1.098612289
abraham,0.693147181,0.693147181
afflict,1.098612289,2.079441542
altar,1.945910149,1.098612289
ambassador,1.386294361,0.693147181
angel,0.693147181,0.693147181
anger,2.890371758,1.386294361
art,2.63905733,1.609437912
asham,2.197224577,1.098612289
basilisk,1.098612289,0.693147181
bear,1.791759469,1.098612289
beauti,2.079441542,1.098612289
blood,2.48490665,1.386294361
born,1.098612289,1.386294361
bring,2.772588722,2.890371758
burn,2.564949357,1.098612289
burneth,0.693147181,1.098612289
cast,2.63905733,2.079441542
child,2.397895273,0.693147181
children,3.044522438,1.791759469
citi,3.828641396,1.791759469
clean,1.609437912,0.693147181
cometh,2.48490665,1.609437912
dark,2.197224577,1.791759469
daughter,2.708050201,1.386294361
dead,1.945910149,0.693147181
deliv,2.944438979,1.098612289
desol,2.079441542,1.945910149
destroy,3.044522438,1.386294361
destruct,2.397895273,1.098612289
devour,2.564949357,0.693147181
die,1.945910149,1.098612289
distress,1.791759469,0.693147181
divid,1.791759469,0.693147181
dog,1.098612289,1.386294361
doth,2.833213344,1.386294361
draw,1.609437912,1.791759469
dwell,2.944438979,1.386294361
ear,2.995732274,1.098612289
earth,4.025351691,2.48490665
enemi,1.098612289,1.791759469
err,1.791759469,0.693147181
everlast,1.609437912,2.079441542
evil,2.833213344,1.945910149
eye,3.218875825,2.079441542
fail,1.945910149,1.098612289
father,2.48490665,1.945910149
fear,2.63905733,1.609437912
fire,3.044522438,2.197224577
flesh,1.609437912,1.945910149
forgotten,1.386294361,0.693147181
forsaken,2.397895273,1.386294361
gate,2.302585093,1.386294361
glori,3.33220451,2.708050201
glorious,1.945910149,1.945910149
god,4.143134726,3.135494216
gold,2.302585093,1.386294361
gone,2.197224577,0.693147181
hand,4.143134726,2.833213344
harlot,1.386294361,0.693147181
heart,3.218875825,2.63905733
heaven,2.48490665,1.791759469
help,1.945910149,0.693147181
holi,3.218875825,2.944438979
honour,2.302585093,1.098612289
hope,0.693147181,0.693147181
hous,3.970291914,2.564949357
idol,2.48490665,0.693147181
iniqu,2.772588722,2.63905733
israel,3.80666249,1.945910149
jacob,2.772588722,1.791759469
jerusalem,3.401197382,2.302585093
joy,2.833213344,2.48490665
justic,2.63905733,1.791759469
king,4.189654742,1.945910149
lamb,1.791759469,1.098612289
land,4.33073334,2.197224577
lebanon,2.079441542,0.693147181
lie,2.708050201,1.609437912
lift,2.890371758,1.386294361
light,3.044522438,2.302585093
lion,2.48490665,0.693147181
lord,5.616771098,4.430816799
love,0.693147181,1.791759469
midian,1.098612289,0.693147181
midst,2.890371758,1.386294361
mighti,2.708050201,1.609437912
moon,1.791759469,1.386294361
morn,2.397895273,0.693147181
mountain,3.044522438,2.397895273
mourn,1.609437912,1.945910149
mouth,2.397895273,2.079441542
multitud,2.302585093,0.693147181
nake,1.386294361,0.693147181
nation,3.688879454,3.044522438
nether,2.197224577,0.693147181
night,2.944438979,1.098612289
oppress,1.945910149,1.098612289
overflow,1.945910149,0.693147181
pain,1.791759469,0.693147181
peac,2.564949357,2.564949357
perish,1.386294361,0.693147181
pervers,1.098612289,0.693147181
pleasant,1.386294361,0.693147181
poor,2.302585093,1.098612289
prais,1.386294361,2.079441542
presenc,1.386294361,1.609437912
prey,2.079441542,0.693147181
priest,1.609437912,1.386294361
proclaim,0.693147181,1.609437912
profit,1.386294361,0.693147181
quench,1.098612289,0.693147181
rebelli,1.386294361,0.693147181
rebuk,1.791759469,0.693147181
recompens,1.098612289,1.791759469
redeem,1.386294361,1.791759469
refug,1.945910149,0.693147181
rejoic,2.197224577,2.397895273
rejoiceth,1.098612289,0.693147181
rememb,1.386294361,1.791759469
rest,2.564949357,2.079441542
return,2.708050201,0.693147181
reveal,1.098612289,0.693147181
reward,1.098612289,0.693147181
righteous,3.218875825,2.890371758
river,2.564949357,0.693147181
robe,1.098612289,0.693147181
rock,2.63905733,0.693147181
round,1.791759469,0.693147181
rule,1.945910149,0.693147181
sabbath,0.693147181,1.945910149
sackcloth,2.079441542,0.693147181
sacrific,1.386294361,1.386294361
sake,1.098612289,1.791759469
salvat,2.197224577,2.302585093
sanctuari,1.098612289,1.386294361
save,2.079441542,1.609437912
sea,2.995732274,1.386294361
seed,2.079441542,2.397895273
send,2.197224577,1.098612289
serpent,1.791759469,0.693147181
servant,2.397895273,2.397895273
shame,1.791759469,0.693147181
sharon,1.098612289,0.693147181
shine,1.386294361,0.693147181
sign,2.197224577,0.693147181
silver,2.079441542,1.098612289
sin,2.397895273,1.609437912
sing,2.564949357,0.693147181
sinner,1.386294361,0.693147181
sit,1.945910149,0.693147181
slain,2.397895273,0.693147181
slaughter,1.945910149,0.693147181
smite,2.079441542,0.693147181
smoke,2.079441542,0.693147181
smooth,0.693147181,0.693147181
son,3.465735903,2.079441542
sorrow,0.693147181,0.693147181
soul,2.564949357,2.197224577
sown,0.693147181,0.693147181
spare,1.386294361,0.693147181
spirit,2.995732274,2.48490665
spoke,1.945910149,1.098612289
spoken,2.63905733,1.098612289
stand,2.302585093,1.098612289
standeth,1.386294361,0.693147181
stone,2.397895273,1.386294361
stranger,1.791759469,1.098612289
stream,2.197224577,0.693147181
strength,2.302585093,1.386294361
strong,2.833213344,1.098612289
stumbl,1.609437912,1.386294361
sun,2.197224577,1.386294361
swift,1.791759469,0.693147181
sword,2.890371758,1.098612289
sworn,0.693147181,0.693147181
tarshish,1.791759469,1.098612289
templ,0.693147181,0.693147181
terebinth,1.386294361,1.098612289
terror,2.564949357,0.693147181
thirsti,1.609437912,0.693147181
throne,1.945910149,0.693147181
time,2.564949357,1.386294361
tongu,2.197224577,1.386294361
transgress,1.098612289,1.945910149
trembl,2.079441542,1.098612289
tribe,0.693147181,0.693147181
troubl,2.197224577,1.098612289
trust,2.302585093,0.693147181
truth,2.302585093,1.945910149
unclean,1.609437912,0.693147181
uncov,1.098612289,0.693147181
utter,2.302585093,1.098612289
vain,1.386294361,0.693147181
vaniti,0.693147181,0.693147181
vessel,1.791759469,1.098612289
violenc,1.098612289,1.098612289
viper,0.693147181,0.693147181
virgin,1.386294361,0.693147181
voic,2.772588722,1.609437912
wail,1.098612289,0.693147181
walk,2.564949357,1.386294361
wall,2.397895273,1.791759469
water,3.496507561,1.945910149
weari,2.197224577,0.693147181
weep,2.302585093,0.693147181
whirlwind,1.386294361,0.693147181
wick,2.079441542,1.098612289
wicked,1.098612289,1.609437912
wilder,2.48490665,1.386294361
wind,2.079441542,1.098612289
wine,2.890371758,1.609437912
word,3.465735903,1.791759469
worship,1.945910149,0.693147181
wrath,1.791759469,0.693147181
zeal,1.386294361,1.098612289
zion,3.401197382,2.079441542
,Isaiah1_39.txt,Isaiah56_66.txt
