first,second,groupauthor,secondauthor,grouptheme,secondtheme,cosine
13,28,1,1,1,1,0.094213866
13,29,1,1,1,1,0.004283078
13,30,1,1,1,1,0.213224952
13,31,1,1,1,1,0.380841714
13,32,1,1,1,1,0.225067845
13,33,1,1,1,1,0.215159257
13,34,1,1,1,1,0.86616747
13,35,1,1,1,1,0.442023733
13,36,1,1,1,1,-0.086825607
13,37,1,1,1,1,0.192644021
13,38,1,1,1,1,0.387381468
13,39,1,1,1,1,0.383176967
13,40,1,2,1,2,0.164149505
13,41,1,2,1,2,-0.01354178
13,42,1,2,1,2,0.357817421
13,43,1,2,1,2,0.305095931
13,44,1,2,1,2,0.084933801
13,45,1,2,1,2,0.311452719
13,46,1,2,1,2,0.264849119
13,47,1,2,1,2,0.220562774
13,48,1,2,1,2,0.380914173
13,49,1,2,1,2,0.383104032
13,50,1,2,1,2,0.149543097
13,51,1,2,1,2,0.233416971
13,52,1,2,1,2,0.403936204
13,53,1,2,1,2,0.236148076
13,54,1,2,1,2,0.366257427
13,55,1,2,1,2,0.381789477
13,56,1,3,1,2,0.269702504
13,57,1,3,1,2,0.200443404
13,58,1,3,1,2,0.122882615
13,59,1,3,1,2,-0.171435758
13,60,1,3,1,2,0.368911481
13,61,1,3,1,2,0.159960361
13,62,1,3,1,2,0.417831862
13,63,1,3,1,2,0.093100511
13,64,1,3,1,2,0.186059394
13,65,1,3,1,2,0.451602266
13,66,1,3,1,2,0.509507786
14,15,1,1,1,1,0.072626587
14,16,1,1,1,1,-0.02075962
14,17,1,1,1,1,0.360530101
14,18,1,1,1,1,0.341757167
14,19,1,1,1,1,0.126065752
14,20,1,1,1,1,0.191954468
14,21,1,1,1,1,0.159999059
14,22,1,1,1,1,0.186656583
14,23,1,1,1,1,0.185096926
14,24,1,1,1,1,0.212377663
14,25,1,1,1,1,0.447750877
14,26,1,1,1,1,0.299209496
14,27,1,1,1,1,0.483727213
14,28,1,1,1,1,0.106248918
14,29,1,1,1,1,0.084948134
14,30,1,1,1,1,0.152296642
14,31,1,1,1,1,0.277606782
14,32,1,1,1,1,-0.000113029
14,33,1,1,1,1,0.135499856
14,34,1,1,1,1,0.357446043
14,35,1,1,1,1,0.261950406
14,36,1,1,1,1,0.052795599
14,37,1,1,1,1,0.22132738
14,38,1,1,1,1,0.171387576
14,39,1,1,1,1,0.232863305
14,40,1,2,1,2,0.097119528
14,41,1,2,1,2,0.396065538
14,42,1,2,1,2,0.103293254
14,43,1,2,1,2,0.166289936
14,44,1,2,1,2,0.145789653
14,45,1,2,1,2,0.113177733
14,46,1,2,1,2,0.224641112
14,47,1,2,1,2,0.21542386
14,48,1,2,1,2,0.181177456
14,49,1,2,1,2,0.361361856
14,50,1,2,1,2,0.052996204
14,51,1,2,1,2,0.181398558
14,52,1,2,1,2,0.279523454
14,53,1,2,1,2,0.185566037
14,54,1,2,1,2,0.375190655
14,55,1,2,1,2,0.254672528
14,56,1,3,1,2,0.195334267
14,57,1,3,1,2,0.221924326
14,58,1,3,1,2,0.286420753
14,59,1,3,1,2,0.015047293
14,60,1,3,1,2,0.234852668
14,61,1,3,1,2,0.2242295
14,62,1,3,1,2,0.304361148
14,63,1,3,1,2,0.27679336
14,64,1,3,1,2,0.2701194
14,65,1,3,1,2,0.162026562
14,66,1,3,1,2,0.161200943
15,16,1,1,1,1,0.843354336
15,17,1,1,1,1,0.45227683
15,18,1,1,1,1,0.699391189
15,19,1,1,1,1,-0.008644738
15,20,1,1,1,1,0.351877226
15,21,1,1,1,1,0.538231456
15,22,1,1,1,1,0.528967047
15,23,1,1,1,1,0.445278138
15,24,1,1,1,1,0.428781385
15,25,1,1,1,1,0.375453805
15,26,1,1,1,1,0.382521075
15,27,1,1,1,1,0.344246472
15,28,1,1,1,1,0.003313986
15,29,1,1,1,1,0.169858577
15,30,1,1,1,1,0.090346643
15,31,1,1,1,1,0.226332433
15,32,1,1,1,1,0.207464688
15,33,1,1,1,1,0.019527128
15,34,1,1,1,1,0.262100913
15,35,1,1,1,1,0.426993406
15,36,1,1,1,1,0.057171901
15,37,1,1,1,1,0.172936113
15,38,1,1,1,1,0.394498905
15,39,1,1,1,1,0.337923656
15,40,1,2,1,2,0.124182616
15,41,1,2,1,2,-0.004220328
15,42,1,2,1,2,0.165762155
15,43,1,2,1,2,0.144359343
15,44,1,2,1,2,0.178331814
15,45,1,2,1,2,0.186150819
15,46,1,2,1,2,0.353519774
15,47,1,2,1,2,0.18510335
15,48,1,2,1,2,0.169782039
15,49,1,2,1,2,0.093468104
15,50,1,2,1,2,0.154889838
15,51,1,2,1,2,0.172562516
15,52,1,2,1,2,0.142428012
15,53,1,2,1,2,0.235165087
15,54,1,2,1,2,0.023896911
15,55,1,2,1,2,0.129140061
15,56,1,3,1,2,0.208668024
15,57,1,3,1,2,0.039392534
15,58,1,3,1,2,0.16864514
15,59,1,3,1,2,0.131536493
15,60,1,3,1,2,0.220170367
15,61,1,3,1,2,0.234549114
15,62,1,3,1,2,0.06518152
15,63,1,3,1,2,0.200245219
15,64,1,3,1,2,0.233842785
15,65,1,3,1,2,0.067053516
15,66,1,3,1,2,0.181322445
16,17,1,1,1,1,0.581185397
16,18,1,1,1,1,0.56783472
16,19,1,1,1,1,0.009678748
16,20,1,1,1,1,0.292253488
16,21,1,1,1,1,0.655430649
16,22,1,1,1,1,0.441529147
16,23,1,1,1,1,0.410372779
16,24,1,1,1,1,0.492372141
16,25,1,1,1,1,0.505938428
16,26,1,1,1,1,0.568366044
16,27,1,1,1,1,0.455013661
16,28,1,1,1,1,0.076815744
16,29,1,1,1,1,0.189451044
16,30,1,1,1,1,0.12341869
16,31,1,1,1,1,0.215929571
16,32,1,1,1,1,0.523745284
16,33,1,1,1,1,-0.039506938
16,34,1,1,1,1,0.393185948
16,35,1,1,1,1,0.359016968
16,36,1,1,1,1,0.161140245
16,37,1,1,1,1,0.118504911
16,38,1,1,1,1,0.505762473
16,39,1,1,1,1,0.414207052
16,40,1,2,1,2,0.186821564
16,41,1,2,1,2,0.078130804
16,42,1,2,1,2,0.270772841
16,43,1,2,1,2,0.260567639
16,44,1,2,1,2,0.115288064
16,45,1,2,1,2,0.308259551
16,46,1,2,1,2,0.268688992
16,47,1,2,1,2,0.202344716
16,48,1,2,1,2,0.285105532
16,49,1,2,1,2,0.056648242
16,50,1,2,1,2,0.100559045
16,51,1,2,1,2,0.153232751
16,52,1,2,1,2,0.152162747
16,53,1,2,1,2,0.032847908
16,54,1,2,1,2,0.06584981
16,55,1,2,1,2,0.17607072
16,56,1,3,1,2,0.247636773
16,57,1,3,1,2,0.19506188
16,58,1,3,1,2,0.176740782
16,59,1,3,1,2,0.078431861
16,60,1,3,1,2,0.305007884
16,61,1,3,1,2,0.157132993
16,62,1,3,1,2,0.195119212
16,63,1,3,1,2,0.133247257
16,64,1,3,1,2,0.272642555
16,65,1,3,1,2,0.134368706
16,66,1,3,1,2,0.117975377
17,18,1,1,1,1,0.621720334
17,19,1,1,1,1,0.232937545
17,20,1,1,1,1,0.512458998
17,21,1,1,1,1,0.400837116
17,22,1,1,1,1,0.323137369
17,23,1,1,1,1,0.529559837
17,24,1,1,1,1,0.438053078
17,25,1,1,1,1,0.703177469
17,26,1,1,1,1,0.552145492
17,27,1,1,1,1,0.883483103
17,28,1,1,1,1,0.194130028
17,29,1,1,1,1,0.223467345
17,30,1,1,1,1,0.335985137
17,31,1,1,1,1,0.561111439
17,32,1,1,1,1,0.541372478
17,33,1,1,1,1,0.414604426
17,34,1,1,1,1,0.623719941
17,35,1,1,1,1,0.560301256
17,36,1,1,1,1,0.269160026
17,37,1,1,1,1,0.266993775
17,38,1,1,1,1,0.534468065
17,39,1,1,1,1,0.522572043
17,40,1,2,1,2,0.211773912
17,41,1,2,1,2,0.240364766
17,42,1,2,1,2,0.506977995
17,43,1,2,1,2,0.488536412
17,44,1,2,1,2,0.124786331
17,45,1,2,1,2,0.485095249
17,46,1,2,1,2,0.463053981
17,47,1,2,1,2,0.449972408
17,48,1,2,1,2,0.526542385
17,49,1,2,1,2,0.368302991
17,50,1,2,1,2,0.373599416
17,51,1,2,1,2,0.333513665
17,52,1,2,1,2,0.452759173
17,53,1,2,1,2,0.28845169
17,54,1,2,1,2,0.507634755
17,55,1,2,1,2,0.435042715
17,56,1,3,1,2,0.438723758
17,57,1,3,1,2,0.519245759
17,58,1,3,1,2,0.305836376
17,59,1,3,1,2,0.174115339
17,60,1,3,1,2,0.439366988
17,61,1,3,1,2,0.233115669
17,62,1,3,1,2,0.546281154
17,63,1,3,1,2,0.402367346
17,64,1,3,1,2,0.530415513
17,65,1,3,1,2,0.297527741
17,66,1,3,1,2,0.290800254
18,19,1,1,1,1,0.280582817
18,20,1,1,1,1,0.578481674
18,21,1,1,1,1,0.47538583
18,22,1,1,1,1,0.257776538
18,23,1,1,1,1,0.640463655
18,24,1,1,1,1,0.497804706
18,25,1,1,1,1,0.613817616
18,26,1,1,1,1,0.495257989
18,27,1,1,1,1,0.586421276
18,28,1,1,1,1,0.155969617
18,29,1,1,1,1,0.295002283
18,30,1,1,1,1,0.21007502
18,31,1,1,1,1,0.560459492
18,32,1,1,1,1,0.124120042
18,33,1,1,1,1,0.228565256
18,34,1,1,1,1,0.536478714
18,35,1,1,1,1,0.501679724
18,36,1,1,1,1,0.137294441
18,37,1,1,1,1,0.309008712
18,38,1,1,1,1,0.397007378
18,39,1,1,1,1,0.422480769
18,40,1,2,1,2,0.267998553
18,41,1,2,1,2,0.313421465
18,42,1,2,1,2,0.380651833
18,43,1,2,1,2,0.387790901
18,44,1,2,1,2,0.158865515
18,45,1,2,1,2,0.364472343
18,46,1,2,1,2,0.53064903
18,47,1,2,1,2,0.220753595
18,48,1,2,1,2,0.352063176
18,49,1,2,1,2,0.480264456
18,50,1,2,1,2,0.220785703
18,51,1,2,1,2,0.103437043
18,52,1,2,1,2,0.421889881
18,53,1,2,1,2,0.318173996
18,54,1,2,1,2,0.294399725
18,55,1,2,1,2,0.337366827
18,56,1,3,1,2,0.350568391
18,57,1,3,1,2,0.045986364
18,58,1,3,1,2,0.209776838
18,59,1,3,1,2,0.076704421
18,60,1,3,1,2,0.394209209
18,61,1,3,1,2,0.311717469
18,62,1,3,1,2,0.296565155
18,63,1,3,1,2,0.268958776
18,64,1,3,1,2,0.211934693
18,65,1,3,1,2,0.173415702
18,66,1,3,1,2,0.373277617
19,20,1,1,1,1,0.483113848
19,21,1,1,1,1,0.059826937
19,22,1,1,1,1,0.010923403
19,23,1,1,1,1,0.450877209
19,24,1,1,1,1,0.181733712
19,25,1,1,1,1,0.187317099
19,26,1,1,1,1,0.049976552
19,27,1,1,1,1,0.365638933
19,28,1,1,1,1,0.080691937
19,29,1,1,1,1,0.096634084
19,30,1,1,1,1,0.121553874
19,31,1,1,1,1,0.49666557
19,32,1,1,1,1,0.210109136
19,33,1,1,1,1,0.031612052
19,34,1,1,1,1,0.196233921
19,35,1,1,1,1,0.279900195
19,36,1,1,1,1,0.293615646
19,37,1,1,1,1,0.125493336
19,38,1,1,1,1,0.060416825
19,39,1,1,1,1,0.080612226
19,40,1,2,1,2,0.107317682
19,41,1,2,1,2,0.221643504
19,42,1,2,1,2,0.159422217
19,43,1,2,1,2,0.233214246
19,44,1,2,1,2,0.15465776
19,45,1,2,1,2,0.234244025
19,46,1,2,1,2,0.247973751
19,47,1,2,1,2,0.013443054
19,48,1,2,1,2,0.296067176
19,49,1,2,1,2,0.063204735
19,50,1,2,1,2,0.089068069
19,51,1,2,1,2,0.213685669
19,52,1,2,1,2,0.199367931
19,53,1,2,1,2,0.026623613
19,54,1,2,1,2,0.054711618
19,55,1,2,1,2,0.134546015
19,56,1,3,1,2,0.144725667
19,57,1,3,1,2,0.15140994
19,58,1,3,1,2,0.115421837
19,59,1,3,1,2,0.042466536
19,60,1,3,1,2,0.097290101
19,61,1,3,1,2,0.156398562
19,62,1,3,1,2,0.127080179
19,63,1,3,1,2,0.447715611
19,64,1,3,1,2,0.126735595
19,65,1,3,1,2,0.036183397
19,66,1,3,1,2,0.148320786
20,21,1,1,1,1,0.262368114
20,22,1,1,1,1,0.215661763
20,23,1,1,1,1,0.476575558
20,24,1,1,1,1,0.138833447
20,25,1,1,1,1,0.377296469
20,26,1,1,1,1,0.309595218
20,27,1,1,1,1,0.543426076
20,28,1,1,1,1,0.030786529
20,29,1,1,1,1,0.122467795
20,30,1,1,1,1,0.225078269
20,31,1,1,1,1,0.473282421
20,32,1,1,1,1,0.162572774
20,33,1,1,1,1,0.111564103
20,34,1,1,1,1,0.182236478
20,35,1,1,1,1,0.2767767
20,36,1,1,1,1,0.691047541
20,37,1,1,1,1,0.701304656
20,38,1,1,1,1,0.595232825
20,39,1,1,1,1,0.745085562
20,40,1,2,1,2,0.028519246
20,41,1,2,1,2,0.285910172
20,42,1,2,1,2,0.299914792
20,43,1,2,1,2,0.425233996
20,44,1,2,1,2,0.145946663
20,45,1,2,1,2,0.408832503
20,46,1,2,1,2,0.399247198
20,47,1,2,1,2,0.284107179
20,48,1,2,1,2,0.406313972
20,49,1,2,1,2,0.360045229
20,50,1,2,1,2,0.245924134
20,51,1,2,1,2,0.084401416
20,52,1,2,1,2,0.315495991
20,53,1,2,1,2,0.243506539
20,54,1,2,1,2,0.2855607
20,55,1,2,1,2,0.351421481
20,56,1,3,1,2,0.312379673
20,57,1,3,1,2,0.178079404
20,58,1,3,1,2,0.222876881
20,59,1,3,1,2,0.145571732
20,60,1,3,1,2,0.346311889
20,61,1,3,1,2,0.164425831
20,62,1,3,1,2,0.321178057
20,63,1,3,1,2,0.319107295
20,64,1,3,1,2,0.27866328
20,65,1,3,1,2,0.126838334
20,66,1,3,1,2,0.17545144
21,22,1,1,1,1,0.376564799
21,23,1,1,1,1,0.193229138
21,24,1,1,1,1,0.678631369
21,25,1,1,1,1,0.311273172
21,26,1,1,1,1,0.360361476
21,27,1,1,1,1,0.510219895
21,28,1,1,1,1,0.150322066
21,29,1,1,1,1,0.106828991
21,30,1,1,1,1,0.192265988
21,31,1,1,1,1,0.307061667
21,32,1,1,1,1,0.436208966
21,33,1,1,1,1,0.123120208
21,34,1,1,1,1,0.328176183
21,35,1,1,1,1,0.531506778
21,36,1,1,1,1,0.383902957
21,37,1,1,1,1,0.008010514
21,38,1,1,1,1,0.210975534
21,39,1,1,1,1,0.238733204
21,40,1,2,1,2,-0.001590814
21,41,1,2,1,2,0.516591148
21,42,1,2,1,2,0.556763266
21,43,1,2,1,2,0.275903673
21,44,1,2,1,2,0.182280453
21,45,1,2,1,2,0.347391049
21,46,1,2,1,2,0.250047217
21,47,1,2,1,2,-0.104139678
21,48,1,2,1,2,0.263765598
21,49,1,2,1,2,0.375664902
21,50,1,2,1,2,0.157166788
21,51,1,2,1,2,0.11088401
21,52,1,2,1,2,0.289879251
21,53,1,2,1,2,-0.081989939
21,54,1,2,1,2,0.025980493
21,55,1,2,1,2,0.234360913
21,56,1,3,1,2,0.260059311
21,57,1,3,1,2,-0.074756047
21,58,1,3,1,2,0.221973799
21,59,1,3,1,2,0.079253416
21,60,1,3,1,2,0.35230821
21,61,1,3,1,2,0.24206811
21,62,1,3,1,2,0.22383733
21,63,1,3,1,2,-0.031100343
21,64,1,3,1,2,0.068116688
21,65,1,3,1,2,0.382294491
21,66,1,3,1,2,0.157814785
22,23,1,1,1,1,0.264640631
22,24,1,1,1,1,0.164163897
22,25,1,1,1,1,0.284277804
22,26,1,1,1,1,0.222147057
22,27,1,1,1,1,0.198410532
22,28,1,1,1,1,0.09388467
22,29,1,1,1,1,0.087914767
22,30,1,1,1,1,0.096749358
22,31,1,1,1,1,0.345003603
22,32,1,1,1,1,0.062598993
22,33,1,1,1,1,0.110185013
22,34,1,1,1,1,-0.140346879
22,35,1,1,1,1,0.25063424
22,36,1,1,1,1,0.242280591
22,37,1,1,1,1,0.146091624
22,38,1,1,1,1,0.238295117
22,39,1,1,1,1,0.386342492
22,40,1,2,1,2,0.114001147
22,41,1,2,1,2,0.175085019
22,42,1,2,1,2,0.129392979
22,43,1,2,1,2,0.266955376
22,44,1,2,1,2,0.120833558
22,45,1,2,1,2,0.22912913
22,46,1,2,1,2,0.314016785
22,47,1,2,1,2,0.308180801
22,48,1,2,1,2,0.324332916
22,49,1,2,1,2,0.148496548
22,50,1,2,1,2,0.24100887
22,51,1,2,1,2,0.29811523
22,52,1,2,1,2,0.241067715
22,53,1,2,1,2,0.004058163
22,54,1,2,1,2,0.110906516
22,55,1,2,1,2,0.193117011
22,56,1,3,1,2,0.188711669
22,57,1,3,1,2,0.213209417
22,58,1,3,1,2,0.251332177
22,59,1,3,1,2,-0.022671513
22,60,1,3,1,2,0.134725924
22,61,1,3,1,2,0.212352954
22,62,1,3,1,2,0.311464805
22,63,1,3,1,2,0.20483661
22,64,1,3,1,2,0.37875194
22,65,1,3,1,2,0.173854366
22,66,1,3,1,2,0.265814616
23,24,1,1,1,1,0.383208257
23,25,1,1,1,1,0.621249664
23,26,1,1,1,1,0.43426627
23,27,1,1,1,1,0.492495045
23,28,1,1,1,1,0.086329866
23,29,1,1,1,1,-0.027912422
23,30,1,1,1,1,0.102917597
23,31,1,1,1,1,0.405611434
23,32,1,1,1,1,-0.050859678
23,33,1,1,1,1,0.131829371
23,34,1,1,1,1,0.526220806
23,35,1,1,1,1,0.283984719
23,36,1,1,1,1,-0.007571439
23,37,1,1,1,1,0.242754672
23,38,1,1,1,1,0.423372165
23,39,1,1,1,1,0.449379781
23,40,1,2,1,2,0.039693932
23,41,1,2,1,2,-0.018135567
23,42,1,2,1,2,0.206138183
23,43,1,2,1,2,0.478167402
23,44,1,2,1,2,0.069357805
23,45,1,2,1,2,0.464322151
23,46,1,2,1,2,0.378576331
23,47,1,2,1,2,0.37380693
23,48,1,2,1,2,0.520907482
23,49,1,2,1,2,0.312499208
23,50,1,2,1,2,0.074064993
23,51,1,2,1,2,0.19483309
23,52,1,2,1,2,0.308438732
23,53,1,2,1,2,0.154677108
23,54,1,2,1,2,0.336677887
23,55,1,2,1,2,0.210798418
23,56,1,3,1,2,0.222047089
23,57,1,3,1,2,0.259713044
23,58,1,3,1,2,0.116799471
23,59,1,3,1,2,-0.183136319
23,60,1,3,1,2,0.360312404
23,61,1,3,1,2,0.127853544
23,62,1,3,1,2,0.396517055
23,63,1,3,1,2,0.392800249
23,64,1,3,1,2,0.332538647
23,65,1,3,1,2,0.123864315
23,66,1,3,1,2,0.396010355
24,25,1,1,1,1,0.418473846
24,26,1,1,1,1,0.479368305
24,27,1,1,1,1,0.449302205
24,28,1,1,1,1,0.170250463
24,29,1,1,1,1,0.091642975
24,30,1,1,1,1,0.094468157
24,31,1,1,1,1,0.367655622
24,32,1,1,1,1,0.277684449
24,33,1,1,1,1,0.300152612
24,34,1,1,1,1,0.58470374
24,35,1,1,1,1,0.584309063
24,36,1,1,1,1,0.113065385
24,37,1,1,1,1,0.123018665
24,38,1,1,1,1,0.368222761
24,39,1,1,1,1,0.251747989
24,40,1,2,1,2,0.26198159
24,41,1,2,1,2,0.275044897
24,42,1,2,1,2,0.549417987
24,43,1,2,1,2,0.159955626
24,44,1,2,1,2,0.22069694
24,45,1,2,1,2,0.316733722
24,46,1,2,1,2,0.252619383
24,47,1,2,1,2,-0.255978771
24,48,1,2,1,2,0.276310459
24,49,1,2,1,2,0.395948416
24,50,1,2,1,2,0.108998598
24,51,1,2,1,2,0.41907434
24,52,1,2,1,2,0.440075471
24,53,1,2,1,2,-0.025956638
24,54,1,2,1,2,0.009145262
24,55,1,2,1,2,0.274299832
24,56,1,3,1,2,0.307286337
24,57,1,3,1,2,-0.168024364
24,58,1,3,1,2,0.30727552
24,59,1,3,1,2,0.234798149
24,60,1,3,1,2,0.481370999
24,61,1,3,1,2,0.352588254
24,62,1,3,1,2,0.330983447
24,63,1,3,1,2,0.147685927
24,64,1,3,1,2,0.131876002
24,65,1,3,1,2,0.253052421
24,66,1,3,1,2,0.222615639
25,26,1,1,1,1,0.826475885
25,27,1,1,1,1,0.638811788
25,28,1,1,1,1,0.359630521
25,29,1,1,1,1,0.416121717
25,30,1,1,1,1,0.355642906
25,31,1,1,1,1,0.504923165
25,32,1,1,1,1,0.333712363
25,33,1,1,1,1,0.316264813
25,34,1,1,1,1,0.65253
25,35,1,1,1,1,0.433594633
25,36,1,1,1,1,0.066567384
25,37,1,1,1,1,0.286455038
25,38,1,1,1,1,0.646671227
25,39,1,1,1,1,0.593063544
25,40,1,2,1,2,0.25212717
25,41,1,2,1,2,0.276417438
25,42,1,2,1,2,0.374169773
25,43,1,2,1,2,0.580425221
25,44,1,2,1,2,0.204532045
25,45,1,2,1,2,0.541323117
25,46,1,2,1,2,0.341981201
25,47,1,2,1,2,0.507365424
25,48,1,2,1,2,0.592168963
25,49,1,2,1,2,0.475788322
25,50,1,2,1,2,0.195498651
25,51,1,2,1,2,0.239081293
25,52,1,2,1,2,0.4615118
25,53,1,2,1,2,0.19021883
25,54,1,2,1,2,0.591018421
25,55,1,2,1,2,0.424144258
25,56,1,3,1,2,0.439141626
25,57,1,3,1,2,0.505442375
25,58,1,3,1,2,0.422914546
25,59,1,3,1,2,0.126309185
25,60,1,3,1,2,0.533727848
25,61,1,3,1,2,0.289130599
25,62,1,3,1,2,0.64574962
25,63,1,3,1,2,0.420879268
25,64,1,3,1,2,0.577635009
25,65,1,3,1,2,0.194541746
25,66,1,3,1,2,0.265765071
26,27,1,1,1,1,0.429549828
26,28,1,1,1,1,0.094024246
26,29,1,1,1,1,0.318404159
26,30,1,1,1,1,0.131754981
26,31,1,1,1,1,0.278037714
26,32,1,1,1,1,0.304486858
26,33,1,1,1,1,0.231094644
26,34,1,1,1,1,0.43325149
26,35,1,1,1,1,0.287456593
26,36,1,1,1,1,0.014168626
26,37,1,1,1,1,0.194981585
26,38,1,1,1,1,0.737353151
26,39,1,1,1,1,0.600477439
26,40,1,2,1,2,0.203439216
26,41,1,2,1,2,0.27292162
26,42,1,2,1,2,0.378064667
26,43,1,2,1,2,0.47783332
26,44,1,2,1,2,0.109516433
26,45,1,2,1,2,0.530338078
26,46,1,2,1,2,0.241302293
26,47,1,2,1,2,0.326457524
26,48,1,2,1,2,0.508612088
26,49,1,2,1,2,0.482198212
26,50,1,2,1,2,0.016352366
26,51,1,2,1,2,0.221420761
26,52,1,2,1,2,0.445622253
26,53,1,2,1,2,0.072438679
26,54,1,2,1,2,0.438143757
26,55,1,2,1,2,0.427584495
26,56,1,3,1,2,0.457320021
26,57,1,3,1,2,0.297695548
26,58,1,3,1,2,0.571422017
26,59,1,3,1,2,0.33934264
26,60,1,3,1,2,0.705282048
26,61,1,3,1,2,0.331159463
26,62,1,3,1,2,0.619853187
26,63,1,3,1,2,0.370310791
26,64,1,3,1,2,0.55264811
26,65,1,3,1,2,0.041405095
26,66,1,3,1,2,0.046923037
27,28,1,1,1,1,0.173352991
27,29,1,1,1,1,0.150355104
27,30,1,1,1,1,0.426833595
27,31,1,1,1,1,0.664618172
27,32,1,1,1,1,0.522035164
27,33,1,1,1,1,0.320507632
27,34,1,1,1,1,0.670095961
27,35,1,1,1,1,0.60299489
27,36,1,1,1,1,0.358867915
27,37,1,1,1,1,0.252770341
27,38,1,1,1,1,0.353918101
27,39,1,1,1,1,0.416929731
27,40,1,2,1,2,0.148756395
27,41,1,2,1,2,0.42529826
27,42,1,2,1,2,0.596227569
27,43,1,2,1,2,0.502103727
27,44,1,2,1,2,0.261381554
27,45,1,2,1,2,0.527242932
27,46,1,2,1,2,0.488233224
27,47,1,2,1,2,0.333860496
27,48,1,2,1,2,0.530088725
27,49,1,2,1,2,0.460524613
27,50,1,2,1,2,0.362580397
27,51,1,2,1,2,0.220965927
27,52,1,2,1,2,0.45516303
27,53,1,2,1,2,0.285853346
27,54,1,2,1,2,0.477433943
27,55,1,2,1,2,0.463183628
27,56,1,3,1,2,0.474224943
27,57,1,3,1,2,0.460984611
27,58,1,3,1,2,0.34447294
27,59,1,3,1,2,0.127806111
27,60,1,3,1,2,0.452041986
27,61,1,3,1,2,0.305028652
27,62,1,3,1,2,0.527952965
27,63,1,3,1,2,0.350524278
27,64,1,3,1,2,0.419020264
27,65,1,3,1,2,0.482107984
27,66,1,3,1,2,0.381950936
28,29,1,1,1,1,0.09367194
28,30,1,1,1,1,0.101281096
28,31,1,1,1,1,0.225137495
28,32,1,1,1,1,0.158576993
28,33,1,1,1,1,0.073751195
28,34,1,1,1,1,0.30719511
28,35,1,1,1,1,0.088340541
28,36,1,1,1,1,0.073687683
28,37,1,1,1,1,0.085629231
28,38,1,1,1,1,0.141484344
28,39,1,1,1,1,0.094068087
28,40,1,2,1,2,0.114076371
28,41,1,2,1,2,0.126156972
28,42,1,2,1,2,0.188309031
28,43,1,2,1,2,0.155895663
28,44,1,2,1,2,0.111213435
28,45,1,2,1,2,0.093648658
28,46,1,2,1,2,0.108368808
28,47,1,2,1,2,0.046641142
28,48,1,2,1,2,0.158772786
28,49,1,2,1,2,0.085864351
28,50,1,2,1,2,0.191476151
28,51,1,2,1,2,0.081417874
28,52,1,2,1,2,0.127130919
28,53,1,2,1,2,0.190029096
28,54,1,2,1,2,0.182993666
28,55,1,2,1,2,0.150324064
28,56,1,3,1,2,0.17551983
28,57,1,3,1,2,0.143018345
28,58,1,3,1,2,0.112020156
28,59,1,3,1,2,0.162492025
